"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#DearClassof2020: looking forward to celebrating you and your achievements on June 6th! https://t.co/ayo2rGZkPc https://t.co/ojfFGxVbGR",FALSE,312,NA,2020-05-05 20:07:00,FALSE,NA,"1257763748057513985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",49,FALSE,FALSE,NA,NA
"RT @rosterloh: We've been helping to facilitate the production of ventilators at Alphabet; this is one of our projects to try to help.  htt…",FALSE,0,NA,2020-05-04 21:24:02,FALSE,NA,"1257420748060340224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",41,TRUE,FALSE,NA,NA
"RT @LorraineTwohill: More grateful than ever for the teachers in my life, including my dad and sisters. Proud of @googleforedu, @drakenic,…",FALSE,0,NA,2020-05-04 16:52:47,FALSE,NA,"1257352484005298177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",26,TRUE,FALSE,NA,NA
"Thank you to teachers everywhere working tirelessly to support their students in these tough times &amp; always. This… https://t.co/Mmzqm7D5Fr",FALSE,2110,NA,2020-05-04 13:33:38,TRUE,NA,"1257302367344537603",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",316,FALSE,FALSE,NA,NA
"Starting May 29 @YouTube will be hosting a 10-day digital film festival co-curated by over 20 international film fe… https://t.co/wnHTFCUFIT",FALSE,2577,NA,2020-04-27 20:00:20,TRUE,NA,"1254862970112237568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",634,FALSE,FALSE,NA,NA
"RT @uhoelzle: Good use of 3D printers in our Silicon Valley hardware labs: making shields for local medical centers. 

https://t.co/Q5BpUkX…",FALSE,0,NA,2020-04-24 03:52:28,FALSE,NA,"1253532231361900546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",102,TRUE,FALSE,NA,NA
"We’ve been carbon neutral since 2007 &amp; matched our electricity usage w/ 100% renewable energy since 2017. A new car… https://t.co/jW8UzbyKNp",FALSE,4325,NA,2020-04-22 13:04:28,TRUE,NA,"1252946372904382464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",684,FALSE,FALSE,NA,NA
"RT @demishassabis: In this moment of great need, it’s never been more urgent for the scientific community to come together to do everything…",FALSE,0,NA,2020-04-18 00:46:07,FALSE,NA,"1251311007659507712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",83,TRUE,FALSE,NA,NA
"RT @mgsiegler: Immensely proud to step up our involvement and investment in @Stripe — long one of the most impactful companies in the world…",FALSE,0,NA,2020-04-17 01:55:08,FALSE,NA,"1250965990579425280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",42,TRUE,FALSE,NA,NA
"Seeing how people are coming together to solve big challenges is what gives me hope for future generations. Thank y… https://t.co/N5ou6n3iSl",FALSE,1450,NA,2020-04-16 21:11:24,TRUE,NA,"1250894586391613440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",175,FALSE,FALSE,NA,NA
"RT @JeffDean: If you're an academic researcher applying computational approaches to tackling aspects of the COVID-19 pandemic, @GCPcloud is…",FALSE,0,NA,2020-04-15 04:24:12,FALSE,NA,"1250278729646927872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",272,TRUE,FALSE,NA,NA
"RT @WSJ: Anthony Fauci and Deborah Birx belong to a generation of physicians whose professional lives are bookended by two lethal viruses.…",FALSE,0,NA,2020-04-12 22:31:38,FALSE,NA,"1249465224496734208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",188,TRUE,FALSE,NA,NA
"Andrea Bocelli performs Live from Duomo di Milano with a message of love, healing and hope. Happy Easter! 
https://t.co/s4FXfjWNho",FALSE,3062,NA,2020-04-12 17:24:50,FALSE,NA,"1249388015400542208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",435,FALSE,FALSE,NA,NA
"RT @NIHDirector: To help us get an better understanding of how much #COVID19 has spread undetected in the US, #NIH will study ~10K voluntee…",FALSE,0,NA,2020-04-11 03:59:52,FALSE,NA,"1248823054148333569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",1145,TRUE,FALSE,NA,NA
"To help public health officials slow the spread of #COVID19, Google &amp; @Apple are working on a contact tracing appro… https://t.co/P515VKCjlY",FALSE,27545,NA,2020-04-10 17:04:41,TRUE,NA,"1248658168990711808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",7915,FALSE,FALSE,NA,NA
"We’re now supporting 2M+ new users on Google Meet each day, and 100M students+educators on Google Classroom. To hel… https://t.co/AHvdk6PHZb",FALSE,3446,NA,2020-04-09 18:55:26,TRUE,NA,"1248323655659950080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",796,FALSE,FALSE,NA,NA
"@KatieS @herb_jacobs Sorry for your loss Katie, thinking of you and your family. Take care",FALSE,540,"KatieS",2020-04-09 03:37:36,FALSE,"1248089378015997952","1248092674923450368","94143715","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",10,FALSE,FALSE,NA,NA
"For students with disabilities, the transition to distance learning can be especially challenging. We’re sharing ti… https://t.co/DZDgnsKJjB",FALSE,2250,NA,2020-04-07 17:31:17,TRUE,NA,"1247577702397181954",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",408,FALSE,FALSE,NA,NA
"Starting today, we're launching a #GoogleDoodle series to honor many of those on the front lines in the fight again… https://t.co/yC45rzo0Yl",FALSE,9311,NA,2020-04-06 16:18:55,TRUE,NA,"1247197100120530944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",1522,FALSE,FALSE,NA,NA
"We've published an early release of our #COVID19 Community Mobility Reports in 130+ countries which provide insight… https://t.co/TCbLJx3uZQ",FALSE,3833,NA,2020-04-03 16:45:55,TRUE,NA,"1246116733204619267",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",999,FALSE,FALSE,NA,NA
"Really moving to read @nytimes obit series on Coronavirus. RIP Dr. John Murray, pioneering lung expert who helped d… https://t.co/GJTtmu8H6v",FALSE,1303,NA,2020-04-03 05:42:27,TRUE,NA,"1245949767877660672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",191,FALSE,FALSE,NA,NA
"Proud to work with @GavinNewsom &amp; partners to help bridge the digital divide in our home state. We’re providing 4,0… https://t.co/xg6xcfQMjd",FALSE,5129,NA,2020-04-01 19:43:12,TRUE,NA,"1245436573946019840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",659,FALSE,FALSE,NA,NA
"@TracyGreenBC Thanks for the idea, will pass along to the team!",FALSE,699,"TracyGreenBC",2020-04-01 04:12:48,FALSE,"1245035812460191744","1245202429664083968","19474072","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",21,FALSE,FALSE,NA,NA
"Proud we're partnering with @CommonSense on https://t.co/QyX2F375SM to help connect educators, students and familie… https://t.co/P5s5smmASV",FALSE,1156,NA,2020-03-31 19:32:51,TRUE,NA,"1245071579584671746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",253,FALSE,FALSE,NA,NA
"To help those working to combat #COVID19, we’re making a hosted repository of public datasets including those from… https://t.co/p69pT5LMgn",FALSE,2568,NA,2020-03-30 16:03:56,TRUE,NA,"1244656614419755013",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",946,FALSE,FALSE,NA,NA
"As the world continues to battle the #COVID19 health crisis, searches for how to help healthcare professionals have… https://t.co/MntHTALLGl",FALSE,5107,NA,2020-03-30 07:01:53,TRUE,NA,"1244520204048072706",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",1189,FALSE,FALSE,NA,NA
"RT @SusanWojcicki: Thank you @Lilly and Dr Fauci, for debunking myths about  #COVID19  and getting the key facts out for everyone to know s…",FALSE,0,NA,2020-03-28 02:50:36,FALSE,NA,"1243732191026110464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",128,TRUE,FALSE,NA,NA
"RT @YouTube: Dr. Fauci, director of the National Institute of Allergy and Infectious Diseases, speaks to @TheDailyShow to bust myths about…",FALSE,0,NA,2020-03-28 00:29:19,FALSE,NA,"1243696635445522432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",1019,TRUE,FALSE,NA,NA
"We’re committing $800M+ in new #COVID19 response efforts, incl $340M in @GoogleAds credits for SMBs worldwide, $250… https://t.co/fargQFjdE1",FALSE,8874,NA,2020-03-27 17:01:27,TRUE,NA,"1243583928532754432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",2433,FALSE,FALSE,NA,NA
"RT @uhoelzle: Very sorry about that!  We had a router failure in Atlanta, which affected traffic routed through that region.  Things should…",FALSE,0,NA,2020-03-26 16:50:55,FALSE,NA,"1243218888449347584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",105,TRUE,FALSE,NA,NA
"You can now find YouTube learning resources and content for families at our new Learn@Home hub… https://t.co/WcZIXfsggK",FALSE,1785,NA,2020-03-24 00:34:39,TRUE,NA,"1242248426378559488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",484,FALSE,FALSE,NA,NA
"Happy to help support this great content being made available to kids everywhere https://t.co/q7MXlzSvae",FALSE,766,NA,2020-03-23 22:23:49,FALSE,NA,"1242215500626587648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",95,FALSE,FALSE,NA,NA
"We’re partnering w/ the federal govt + other leaders in technology &amp; academia to provide @GoogleCloud high performa… https://t.co/7zRuI9mier",FALSE,3649,NA,2020-03-23 20:41:48,TRUE,NA,"1242189828319399936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",770,FALSE,FALSE,NA,NA
"@dgelles Thanks for the chat, David. Stay safe and be well",FALSE,76,"dgelles",2020-03-23 20:38:45,FALSE,"1242078967483465728","1242189060954718208","3630501","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",3,FALSE,FALSE,NA,NA
"The Teach from Home hub is now available in English, plus downloadable toolkits in 7 other languages with more comi… https://t.co/LFLyMois3q",FALSE,1040,"sundarpichai",2020-03-20 18:40:58,TRUE,"1241047612607696896","1241072257029439488","14130366","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",271,FALSE,FALSE,NA,NA
"We’re rolling out Teach from Home, a tools &amp; resources hub to help teachers continue teaching during school closure… https://t.co/rilzK7uNTs",FALSE,7663,NA,2020-03-20 17:03:03,TRUE,NA,"1241047612607696896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",2018,FALSE,FALSE,NA,NA
"@reckless So much respect and will be rooting for them",FALSE,778,"reckless",2020-03-19 06:36:25,FALSE,"1240516901668892673","1240527530647420929","3496641","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",15,FALSE,FALSE,NA,NA
"We're launching a Transcribe feature in Google Translate that can convert speech into another language as it’s happ… https://t.co/GujUVEO8zW",FALSE,6926,NA,2020-03-17 19:08:54,TRUE,NA,"1239992121840427009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",1625,FALSE,FALSE,NA,NA
"So great to see, and so are many other kids. wish him the very best, love his set-up! https://t.co/3W2myOyTGH",FALSE,3790,NA,2020-03-17 17:37:04,FALSE,NA,"1239969010290028546",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",281,FALSE,FALSE,NA,NA
"Since our last update, Google has accelerated our work to help people stay safe, informed &amp; connected. Here’s the l… https://t.co/ce8aVEGp9I",FALSE,2003,"sundarpichai",2020-03-15 20:04:20,TRUE,"1236020984018157568","1239281296104255488","14130366","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",565,FALSE,FALSE,NA,NA
"Thanks @DrTedros &amp; @WHO for your leadership on the #COVID19 response. We’re proud to support your work by matching… https://t.co/ISni2O5Xhf",FALSE,3636,NA,2020-03-13 17:21:15,TRUE,NA,"1238515477720096768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",705,FALSE,FALSE,NA,NA
"RT @SusanWojcicki: Here's what we're doing to help the @YouTube community with regard to Covid-19 and an update for creators and artists wi…",FALSE,0,NA,2020-03-11 17:22:10,FALSE,NA,"1237790934571470848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",133,TRUE,FALSE,NA,NA
"Contributing to social distancing if you are able to, helps the overall community spread and most importantly, will… https://t.co/kIFX5OcoyO",FALSE,2184,NA,2020-03-10 22:03:19,TRUE,NA,"1237499299589582848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",458,FALSE,FALSE,NA,NA
"@hackingdata Will have team follow up on DM",FALSE,519,"hackingdata",2020-03-08 18:47:40,FALSE,"1236710980559740930","1236725286483316738","16061930","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",16,FALSE,FALSE,NA,NA
"@Benioff @parkerharris Congrats @Benioff !",FALSE,314,"Benioff",2020-03-08 17:44:52,FALSE,"1236706917977747456","1236709482811408384","22330739","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",13,FALSE,FALSE,NA,NA
"Excited for a great game at #ICCWomensT20WorldCup2020 and Happy #InternationalWomensDay! We’re celebrating with a… https://t.co/qtSUOHEWPr",FALSE,2783,NA,2020-03-08 05:14:11,TRUE,NA,"1236520567743774720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",296,FALSE,FALSE,NA,NA
"As COVID-19 makes its way across the globe, we’re approaching this unprecedented moment with a deep sense of respon… https://t.co/wIny0PMYhf",FALSE,5128,NA,2020-03-06 20:09:01,TRUE,NA,"1236020984018157568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",1160,FALSE,FALSE,NA,NA
"The @DeepMind team is sharing predictions of some protein structures associated with the virus that causes COVID-19… https://t.co/w2tLYBTfJE",FALSE,3253,NA,2020-03-05 21:03:36,TRUE,NA,"1235672334658240512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",830,FALSE,FALSE,NA,NA
"RT @Googleorg: Our thoughts are with the communities in Tennessee being impacted by catastrophic tornadoes. We issued a grant and were join…",FALSE,0,NA,2020-03-03 21:22:32,FALSE,NA,"1234952323480244224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",40,TRUE,FALSE,NA,NA
"We want to help businesses and schools impacted by COVID-19 stay connected: starting this week, we'll roll out free… https://t.co/BZw7G1dCFW",FALSE,14489,NA,2020-03-03 17:03:42,TRUE,NA,"1234887183896461313",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",4131,FALSE,FALSE,NA,NA
"RT @googlecloud: Out of an abundance of caution for the health and safety of our customers, partners and employees, we are transforming #Go…",FALSE,0,NA,2020-03-03 02:38:48,FALSE,NA,"1234669527142547456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",409,TRUE,FALSE,NA,NA
"Exciting day @Waymo with the announcement of their first external investment round. Great to see the team’s progres… https://t.co/fM4516g5Ah",FALSE,911,NA,2020-03-02 21:03:58,TRUE,NA,"1234585260802768896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",91,FALSE,FALSE,NA,NA
"@conradtribble @maryamm Yes. We've been carbon neutral since 2007 (incl all our offices &amp; data centers globally), a… https://t.co/RV9n5e24aT",FALSE,462,"conradtribble",2020-02-27 06:40:21,TRUE,"1232741040026800129","1232918375635939329","279548833","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",27,FALSE,FALSE,NA,NA
"Today I’m pleased to announce that Google will invest more than $10 billion in offices and data centers across the… https://t.co/A2gG5Etf53",FALSE,4802,NA,2020-02-26 14:04:19,TRUE,NA,"1232667712515559425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",635,FALSE,FALSE,NA,NA
"RIP Katherine Johnson, inspiring mathematician, leader and trailblazer. https://t.co/qV1XW1TAhD",FALSE,4415,NA,2020-02-24 17:38:36,FALSE,NA,"1231996865048006659",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",450,FALSE,FALSE,NA,NA
"A big welcome to the winning teams of our @GoogleAI Impact Challenge visiting the Bay Area this week! Really inspir… https://t.co/YTFbtc9xvv",FALSE,3641,NA,2020-02-14 03:35:02,TRUE,NA,"1228160697202135040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",338,FALSE,FALSE,NA,NA
"<U+CD95><U+D558><U+D569><U+B2C8><U+B2E4> Bong Joon-ho and the cast of @ParasiteMovie on a historic and well-deserved win. Really enjoyed watching it <U+0001F1F0><U+0001F1F7><U+0001F3A5>",FALSE,6112,NA,2020-02-10 04:27:56,FALSE,NA,"1226724457529528320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",738,FALSE,FALSE,NA,NA
"We’re proud to invest in products &amp; partnerships that help people in Europe succeed. Our new economic impact report… https://t.co/NVJNGZtUoY",FALSE,1434,NA,2020-02-07 08:03:18,TRUE,NA,"1225691492431187969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",144,FALSE,FALSE,NA,NA
"RT @LaurenGoode: I also chatted with Jen Fitzpatrick, the head of Google Maps. We talked about *alot* of things: history of maps, how Googl…",FALSE,0,NA,2020-02-06 23:01:11,FALSE,NA,"1225555063944306688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",68,TRUE,FALSE,NA,NA
"@Benioff @btaylor Thanks, @btaylor had a lot to do with this:)",FALSE,152,"Benioff",2020-02-06 23:00:20,FALSE,"1225522859134550018","1225554850953486337","22330739","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",3,FALSE,FALSE,NA,NA
"RT @LaurenGoode: Alphabet CEO @sundarpichai says the future of maps is one in which algorithms are drawing buildings, AR is helping you dec…",FALSE,0,NA,2020-02-06 18:00:36,FALSE,NA,"1225479417377574917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",118,TRUE,FALSE,NA,NA
"Happy 15th Birthday @GoogleMaps! Reflecting today on some of the ways it’s been helpful to me, from getting around… https://t.co/TC5JrtpT3Y",FALSE,9154,NA,2020-02-06 14:04:56,TRUE,NA,"1225420111000915969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",1150,FALSE,FALSE,NA,NA
"We’ve discussed our research using AI to detect diabetic eye disease as well as cardiovascular risk factors from re… https://t.co/ubHkQX16bk",FALSE,3818,NA,2020-02-01 01:50:09,TRUE,NA,"1223423259447681026",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",750,FALSE,FALSE,NA,NA
"This Black History Month, we’ll be celebrating some of the most-searched moments &amp; individuals in America. We’re al… https://t.co/Z7dpF33VMg",FALSE,1215,NA,2020-01-26 05:08:25,TRUE,NA,"1221298825786089472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",179,FALSE,FALSE,NA,NA
"Wishing each other happiness and prosperity for Lunar New Year!

Today's #GoogleDoodle depicts the ancient legend o… https://t.co/14YdTOT7hw",FALSE,1940,NA,2020-01-25 23:45:14,TRUE,NA,"1221217494775414785",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",156,FALSE,FALSE,NA,NA
"Cosmos aligned. We'll be back at Shoreline Amphitheatre in Mountain View for this year's #GoogleIO on May 12-14! https://t.co/3bZqriaoi1",FALSE,5098,NA,2020-01-24 00:04:31,FALSE,NA,"1220497572898340864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",959,FALSE,FALSE,NA,NA
"Visited @MolenGeek in Brussels, Belgium today - proud we’re supporting them with a new @Googleorg grant to expand t… https://t.co/CtMhdD9u6L",FALSE,2452,NA,2020-01-20 12:44:21,TRUE,NA,"1219239237343571970",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",240,FALSE,FALSE,NA,NA
"""At the center of nonviolence stands the principle of love."" Today we honor the life and legacy of Dr. Martin Luthe… https://t.co/aJTGuGUd8v",FALSE,2274,NA,2020-01-20 10:40:07,TRUE,NA,"1219207973370658816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",251,FALSE,FALSE,NA,NA
"Great to see the bipartisan support &amp; leadership across government to pass the #USMCA. It’s the right step forward… https://t.co/UZZ8VfaOrf",FALSE,986,NA,2020-01-16 21:04:24,TRUE,NA,"1217915527961563137",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",98,FALSE,FALSE,NA,NA
"500K+ job openings in the US require proficiency in Python: our new #GrowWithGoogle IT Professional Certificate wil… https://t.co/ExIDIe9AGn",FALSE,5611,NA,2020-01-16 17:01:20,TRUE,NA,"1217854359641280512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",1274,FALSE,FALSE,NA,NA
"The Advanced Protection Program is our strongest level of security for Google Accounts. Today, we’re simplifying th… https://t.co/ZyS32r9KZH",FALSE,3117,NA,2020-01-15 15:39:14,TRUE,NA,"1217471308511862785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",613,FALSE,FALSE,NA,NA
"Nice recap from @JeffDean of our Google Research efforts in 2019 https://t.co/XVXC7nfamS",FALSE,994,NA,2020-01-09 21:17:04,FALSE,NA,"1215382000019787776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",86,FALSE,FALSE,NA,NA
"Devastating to see the catastrophic bushfires in Australia - we’ve been working with emergency services to provide… https://t.co/DjBdDdxFKv",FALSE,2691,NA,2020-01-06 21:40:19,TRUE,NA,"1214300690903748608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",404,FALSE,FALSE,NA,NA
"RT @GoogleHealth: Happy New Year! Our latest research, in collaboration with @DeepMindAI, has been published in @nature today, demonstratin…",FALSE,0,NA,2020-01-01 23:31:38,FALSE,NA,"1212516764526891008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",419,TRUE,FALSE,NA,NA
"Looking forward to a new year and a new decade ahead - wishing everyone a very happy 2020 
https://t.co/TM7YO123tW",FALSE,10444,NA,2020-01-01 05:08:18,FALSE,NA,"1212239098875789313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",732,FALSE,FALSE,NA,NA
"@Benioff @btaylor Congrats @btaylor! So well deserved, very excited for you:)",FALSE,272,"Benioff",2019-12-13 02:30:01,FALSE,"1205262855861235713","1205313899702079488","22330739","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",18,FALSE,FALSE,NA,NA
"This year, searches for heroes — both superheroes and everyday heroes — soared around the world. Thank you to all o… https://t.co/seCSYySaxH",FALSE,26464,NA,2019-12-11 08:17:42,TRUE,NA,"1204676617731051520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",11475,FALSE,FALSE,NA,NA
"This week at our #Google4MENA event in Dubai, we announced new products &amp; services for Middle East and North Africa… https://t.co/qj6AAM6HrL",FALSE,1559,NA,2019-12-11 03:43:31,TRUE,NA,"1204607619937161217",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",183,FALSE,FALSE,NA,NA
"To help keep you safe online, @googlechrome will now warn if your username &amp; password have been compromised when yo… https://t.co/7BmEnCArqA",FALSE,4208,NA,2019-12-10 22:29:13,TRUE,NA,"1204528522171076608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",784,FALSE,FALSE,NA,NA
"I’m thrilled to welcome @francesarnold to the Alphabet Board of Directors. Frances brings incredible academic and i… https://t.co/irJmrlj65u",FALSE,4498,NA,2019-12-09 21:46:09,TRUE,NA,"1204155296286855169",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",282,FALSE,FALSE,NA,NA
"@manukumarjain <U+0001F64F>Manu",FALSE,377,"manukumarjain",2019-12-04 23:15:26,FALSE,"1202089524710518784","1202365826709348352","74787719","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",10,FALSE,FALSE,NA,NA
"@1kunalbahl <U+0001F64F>Kunal",FALSE,56,"1kunalbahl",2019-12-04 23:15:04,FALSE,"1202103363334074368","1202365735458066432","135227064","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",2,FALSE,FALSE,NA,NA
"@ericschmidt Thank you so much, Eric!",FALSE,230,"ericschmidt",2019-12-04 23:14:00,FALSE,"1202158797604700160","1202365463696556032","93957809","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",7,FALSE,FALSE,NA,NA
"@mlevchin Thanks, Max:)",FALSE,313,"mlevchin",2019-12-04 08:12:10,FALSE,"1202123048209436673","1202138513170292736","14541402","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundarpichai",10,FALSE,FALSE,NA,NA
"@vijayshekhar @FrankQuattrone <U+0001F64F>Vijay",FALSE,468,"vijayshekhar",2019-12-04 05:45:31,FALSE,"1202034578761732096","1202101604461240320","17239667","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sundarpichai",18,FALSE,FALSE,NA,NA
